iter	Passed	Remaining
657	40872	269708
658	40944	269709
659	41006	269646
660	41074	269626
661	41139	269578
662	41192	269462
663	41252	269383
664	41308	269284
665	41362	269164
666	41421	269085
667	41488	269056
668	41548	268981
669	41613	268935
670	41676	268877
671	41752	268907
672	41812	268827
673	41873	268760
674	41948	268783
675	42004	268681
676	42062	268590
677	42128	268554
678	42196	268529
679	42253	268431
680	42311	268345
681	42375	268296
682	42440	268254
683	42500	268172
684	42557	268081
685	42613	267977
686	42682	267961
687	42747	267917
688	42812	267875
689	42865	267755
690	42938	267759
691	42992	267649
692	43055	267587
693	43118	267536
694	43170	267408
695	43233	267349
696	43285	267228
697	43347	267163
698	43413	267125
699	43480	267096
700	43535	266991
701	43613	267025
702	43677	266971
703	43746	266950
704	43801	266845
705	43858	266757
706	43920	266693
707	43987	266656
708	44049	266593
709	44118	266572
710	44175	266483
711	44240	266436
712	44294	266324
713	44362	266301
714	44432	266286
715	44490	266197
716	44552	266131
717	44615	266077
718	44668	265958
719	44724	265860
720	44788	265811
721	44847	265733
722	44910	265674
723	44983	265675
724	45045	265611
725	45104	265530
726	45171	265498
727	45235	265448
728	45302	265411
729	45369	265381
730	45439	265366
731	45508	265343
732	45565	265250
733	45626	265180
734	45701	265194
735	45790	265286
736	45853	265231
737	45919	265190
738	45982	265127
739	46052	265110
740	46120	265083
741	46194	265090
742	46274	265127
743	46345	265118
744	46408	265060
745	46477	265032
746	46538	264965
747	46610	264957
748	46674	264906
749	46737	264843
750	46806	264821
751	46874	264789
752	46942	264763
753	47006	264705
754	47063	264614
755	47126	264557
756	47189	264497
757	47250	264427
758	47311	264360
759	47377	264315
760	47442	264270
761	47505	264207
762	47574	264184
763	47637	264128
764	47704	264088
765	47764	264013
766	47843	264043
767	47916	264040
768	47987	264025
769	48054	263989
770	48121	263950
771	48176	263847
772	48252	263858
773	48307	263757
774	48387	263788
775	48461	263788
776	48502	263612
777	48566	263557
778	48642	263566
779	48683	263388
780	48758	263393
781	48819	263326
782	48887	263291
783	48950	263236
784	49013	263176
785	49082	263146
786	49146	263091
787	49213	263055
788	49278	263006
789	49340	262938
790	49402	262874
791	49482	262909
792	49581	263038
793	49659	263055
794	49716	262963
795	49780	262910
796	49847	262872
797	49916	262844
798	49983	262802
799	50047	262751
800	50112	262697
801	50169	262608
802	50233	262553
803	50297	262498
804	50360	262438
805	50427	262397
806	50492	262348
807	50554	262285
808	50627	262275
809	50700	262266
810	50772	262249
811	50825	262138
812	50890	262089
813	50956	262042
814	51027	262026
815	51093	261978
816	51155	261914
817	51228	261906
818	51288	261825
819	51348	261751
820	51412	261698
821	51487	261696
822	51563	261701
823	51629	261657
824	51697	261623
825	51767	261593
826	51843	261601
827	51908	261550
828	51970	261480
829	52034	261425
830	52109	261423
831	52176	261382
832	52241	261334
833	52309	261298
834	52377	261260
835	52441	261202
836	52520	261222
837	52586	261176
838	52655	261141
839	52718	261081
840	52772	260975
841	52832	260902
842	52920	260960
843	53039	261175
844	53124	261221
845	53197	261207
846	53273	261207
847	53330	261116
848	53404	261110
849	53470	261059
850	53554	261103
851	53618	261041
852	53678	260968
853	53741	260904
854	53809	260864
855	53883	260854
856	53946	260793
857	54014	260754
858	54077	260693
859	54150	260680
860	54214	260620
861	54280	260570
862	54350	260543
863	54411	260468
864	54478	260423
865	54544	260379
866	54624	260396
867	54700	260392
868	54767	260350
869	54843	260347
870	54923	260365
871	54998	260362
872	55076	260366
873	55139	260301
874	55206	260260
875	55275	260225
876	55343	260184
877	55434	260252
878	55510	260247
879	55603	260323
880	55670	260277
881	55740	260247
882	55809	260213
883	55867	260126
884	55938	260096
885	56012	260084
886	56074	260017
887	56138	259956
888	56229	260021
889	56294	259964
890	56353	259884
891	56419	259834
892	56481	259762
893	56548	259717
894	56608	259638
895	56670	259572
896	56734	259512
897	56792	259426
898	56852	259348
899	56913	259274
900	56969	259175
901	57033	259116
902	57099	259068
903	57164	259010
904	57220	258915
905	57287	258869
906	57344	258775
907	57409	258724
908	57470	258646
909	57529	258564
910	57583	258464
911	57640	258370
912	57713	258353
913	57765	258239
914	57820	258139
915	57886	258088
916	57958	258064
917	58013	257964
918	58069	257868
919	58137	257826
920	58202	257770
921	58269	257725
922	58321	257611
923	58379	257527
924	58441	257458
925	58504	257394
926	58569	257340
927	58628	257258
928	58698	257223
929	58756	257138
930	58821	257083
931	58884	257018
932	58944	256944
933	59005	256868
934	59059	256768
935	59118	256683
936	59172	256581
937	59230	256498
938	59292	256430
939	59355	256365
940	59416	256292
941	59479	256228
942	59537	256144
943	59600	256082
944	59651	255965
945	59714	255903
946	59778	255843
947	59839	255769
948	59901	255703
949	59961	255624
950	60015	255524
951	60079	255464
952	60130	255349
953	60178	255223
954	60242	255162
955	60319	255160
956	60384	255102
957	60469	255134
958	60549	255142
959	60622	255120
960	60689	255074
961	60749	254995
962	60834	255022
963	60903	254986
964	60968	254930
965	61031	254864
966	61092	254796
967	61154	254726
968	61221	254678
969	61279	254594
970	61344	254537
971	61400	254447
972	61462	254379
973	61537	254363
974	61602	254307
975	61666	254246
976	61728	254178
977	61787	254099
978	61855	254055
979	61919	253998
980	61985	253946
981	62054	253904
982	62107	253798
983	62169	253733
984	62230	253659
985	62287	253573
986	62348	253499
987	62425	253491
988	62490	253437
989	62557	253389
990	62618	253315
991	62676	253233
992	62733	253144
993	62799	253091
994	62867	253048
995	62936	253008
996	63002	252956
997	63061	252876
998	63130	252837
999	63192	252770
1000	63256	252709
1001	63321	252653
1002	63376	252556
1003	63448	252529
1004	63511	252466
1005	63575	252406
1006	63640	252348
1007	63697	252261
1008	63766	252221
1009	63859	252276
1010	63922	252213
1011	63987	252156
1012	64064	252145
1013	64123	252066
1014	64192	252027
1015	64263	251993
1016	64330	251945
1017	64393	251880
1018	64450	251793
1019	64539	251831
1020	64602	251767
1021	64669	251717
1022	64727	251633
1023	64789	251567
1024	64854	251509
1025	64921	251458
1026	65002	251464
1027	65069	251414
1028	65147	251409
1029	65218	251376
1030	65285	251326
1031	65346	251253
1032	65420	251232
1033	65507	251259
1034	65584	251247
1035	65649	251191
1036	65713	251131
1037	65777	251071
1038	65836	250990
1039	65901	250930
1040	65966	250875
1041	66039	250850
1042	66098	250769
1043	66159	250695
1044	66231	250666
1045	66295	250606
1046	66360	250546
1047	66424	250486
1048	66482	250404
1049	66577	250459
1050	66647	250420
1051	66702	250325
1052	66758	250233
1053	66817	250153
1054	66874	250067
1055	66944	250025
1056	67005	249956
1057	67068	249889
1058	67131	249827
1059	67188	249737
1060	67247	249658
1061	67300	249556
1062	67357	249469
1063	67416	249391
1064	67478	249323
1065	67545	249273
1066	67607	249202
1067	67672	249147
1068	67738	249091
1069	67796	249010
1070	67850	248913
1071	67910	248834
1072	67968	248753
1073	68024	248662
1074	68086	248594
1075	68153	248544
1076	68218	248487
1077	68280	248420
1078	68340	248343
1079	68402	248274
1080	68467	248219
1081	68537	248178
1082	68597	248103
1083	68660	248040
1084	68726	247985
1085	68783	247900
1086	68895	248012
1087	68952	247923
1088	69008	247835
1089	69069	247763
1090	69155	247781
1091	69223	247734
1092	69292	247690
1093	69357	247633
1094	69423	247580
1095	69486	247512
1096	69563	247499
1097	69652	247525
1098	69721	247481
1099	69781	247406
1100	69850	247363
1101	69920	247324
1102	69989	247278
1103	70049	247204
1104	70118	247160
1105	70183	247100
1106	70256	247070
1107	70322	247015
1108	70396	246990
1109	70459	246925
1110	70522	246861
1111	70603	246859
1112	70675	246824
1113	70742	246771
1114	70797	246679
1115	70860	246613
1116	70934	246589
1117	70999	246529
1118	71065	246474
1119	71135	246432
1120	71198	246370
1121	71271	246336
1122	71337	246282
1123	71400	246218
1124	71461	246144
1125	71527	246089
1126	71599	246054
1127	71668	246011
1128	71724	245922
1129	71790	245867
1130	71846	245778
1131	71914	245729
1132	71991	245712
1133	72058	245658
1134	72120	245590
1135	72182	245522
1136	72247	245462
1137	72314	245410
1138	72406	245443
1139	72469	245379
1140	72543	245351
1141	72607	245287
1142	72665	245204
1143	72727	245136
1144	72786	245058
1145	72855	245014
1146	72921	244958
1147	72984	244892
1148	73057	244860
1149	73118	244788
1150	73181	244723
1151	73251	244681
1152	73312	244609
1153	73378	244552
1154	73446	244504
1155	73518	244469
1156	73588	244426
1157	73651	244360
1158	73711	244283
1159	73777	244229
1160	73839	244159
1161	73893	244065
1162	73962	244017
1163	74026	243956
1164	74093	243905
1165	74155	243835
1166	74227	243798
1167	74286	243722
1168	74355	243675
1169	74416	243603
1170	74476	243527
1171	74542	243470
1172	74601	243393
1173	74662	243322
1174	74722	243246
1175	74778	243156
1176	74836	243074
1177	74901	243016
1178	74969	242966
1179	75033	242903
1180	75096	242841
1181	75159	242772
1182	75227	242723
1183	75286	242646
1184	75352	242590
1185	75430	242574
1186	75501	242532
1187	75561	242459
1188	75624	242393
1189	75690	242336
1190	75764	242305
1191	75828	242244
1192	75893	242185
1193	75953	242108
1194	76021	242058
1195	76080	241980
1196	76174	242016
1197	76236	241947
1198	76298	241878
1199	76359	241805
1200	76419	241730
1201	76480	241658
1202	76540	241583
1203	76602	241513
1204	76669	241462
1205	76730	241390
1206	76790	241312
1207	76860	241272
1208	76927	241217
1209	76993	241162
1210	77061	241112
1211	77129	241062
1212	77194	241003
1213	77262	240953
1214	77325	240886
1215	77385	240812
1216	77449	240748
1217	77536	240756
1218	77612	240732
1219	77670	240650
1220	77730	240576
1221	77788	240496
1222	77856	240446
1223	77918	240374
1224	77979	240305
1225	78036	240221
1226	78095	240143
1227	78151	240054
1228	78216	239994
1229	78272	239907
1230	78334	239839
1231	78388	239746
1232	78452	239685
1233	78517	239625
1234	78578	239551
1235	78642	239489
1236	78706	239428
1237	78766	239353
1238	78826	239277
1239	78886	239203
1240	78948	239136
1241	79014	239078
1242	79072	238999
1243	79131	238921
1244	79189	238840
1245	79246	238756
1246	79304	238676
1247	79361	238594
1248	79424	238528
1249	79488	238466
1250	79550	238398
1251	79614	238336
1252	79680	238277
1253	79737	238196
1254	79797	238121
1255	79858	238049
1256	79921	237985
1257	79987	237928
1258	80046	237852
1259	80105	237772
1260	80167	237705
1261	80226	237629
1262	80286	237552
1263	80342	237466
1264	80415	237431
1265	80476	237359
1266	80538	237294
1267	80598	237218
1268	80657	237140
1269	80715	237063
1270	80786	237020
1271	80844	236940
1272	80899	236852
1273	80957	236771
1274	81018	236701
1275	81082	236638
1276	81141	236562
1277	81201	236488
1278	81262	236417
1279	81321	236339
1280	81377	236256
1281	81444	236200
1282	81504	236127
1283	81574	236082
1284	81638	236020
1285	81711	235986
1286	81778	235930
1287	81843	235872
1288	81918	235842
1289	81985	235789
1290	82054	235738
1291	82111	235656
1292	82183	235618
1293	82264	235603
1294	82329	235544
1295	82393	235482
1296	82461	235431
1297	82531	235387
1298	82593	235317
1299	82672	235297
1300	82742	235253
1301	82812	235206
1302	82876	235144
1303	82942	235088
1304	83002	235015
1305	83067	234954
1306	83129	234886
1307	83210	234871
1308	83285	234840
1309	83346	234770
1310	83412	234713
1311	83470	234632
1312	83540	234589
1313	83600	234514
1314	83660	234439
1315	83718	234360
1316	83777	234283
1317	83837	234210
1318	83900	234144
1319	83963	234081
1320	84020	233996
1321	84078	233919
1322	84138	233843
1323	84195	233762
1324	84250	233676
1325	84308	233597
1326	84367	233521
1327	84422	233434
1328	84482	233358
1329	84539	233278
1330	84600	233207
1331	84666	233149
1332	84725	233073
1333	84795	233029
1334	84861	232971
1335	84918	232890
1336	84983	232829
1337	85042	232753
1338	85102	232681
1339	85159	232600
1340	85220	232530
1341	85286	232471
1342	85341	232385
1343	85401	232312
1344	85465	232248
1345	85530	232191
1346	85588	232110
1347	85642	232023
1348	85700	231944
1349	85759	231867
1350	85821	231800
1351	85880	231724
1352	85940	231650
1353	86000	231579
1354	86072	231539
1355	86140	231486
1356	86200	231412
1357	86262	231346
1358	86317	231260
1359	86385	231207
1360	86444	231132
1361	86529	231125
1362	86602	231089
1363	86665	231023
1364	86727	230955
1365	86794	230900
1366	86853	230824
1367	86914	230755
1368	86975	230685
1369	87042	230629
1370	87112	230585
1371	87175	230518
1372	87236	230450
1373	87302	230391
1374	87361	230316
1375	87420	230240
1376	87493	230201
1377	87558	230142
1378	87635	230114
1379	87715	230093
1380	87794	230072
1381	87862	230018
1382	87925	229954
1383	87995	229907
1384	88055	229834
1385	88128	229794
1386	88186	229717
1387	88246	229645
1388	88320	229608
1389	88381	229536
1390	88442	229466
1391	88516	229431
1392	88594	229404
1393	88657	229338
1394	88718	229268
1395	88783	229208
1396	88850	229155
1397	88915	229095
1398	88975	229021
1399	89033	228942
1400	89107	228906
1401	89179	228864
1402	89240	228794
1403	89298	228715
1404	89366	228664
1405	89431	228603
1406	89499	228551
1407	89555	228467
1408	89616	228397
1409	89678	228330
1410	89736	228252
1411	89792	228168
1412	89855	228105
1413	89911	228022
1414	89967	227938
1415	90028	227868
1416	90104	227837
1417	90163	227760
1418	90223	227688
1419	90285	227621
1420	90350	227559
1421	90416	227504
1422	90483	227449
1423	90546	227383
1424	90625	227357
1425	90697	227315
1426	90765	227262
1427	90829	227201
1428	90892	227134
1429	90957	227076
1430	91022	227015
1431	91084	226948
1432	91147	226882
1433	91205	226805
1434	91270	226745
1435	91334	226681
1436	91399	226622
1437	91472	226582
1438	91535	226518
1439	91604	226466
1440	91670	226409
1441	91734	226346
1442	91792	226268
1443	91853	226199
1444	91923	226151
1445	91990	226095
1446	92054	226031
1447	92147	226040
1448	92214	225985
1449	92279	225925
1450	92348	225875
1451	92403	225791
1452	92474	225744
1453	92535	225675
1454	92601	225616
1455	92676	225581
1456	92731	225496
1457	92802	225449
1458	92862	225377
1459	92938	225343
1460	93001	225279
1461	93061	225205
1462	93116	225121
1463	93178	225053
1464	93248	225005
1465	93316	224953
1466	93376	224878
1467	93448	224837
1468	93509	224766
1469	93569	224693
1470	93637	224642
1471	93720	224622
1472	93794	224584
1473	93871	224553
1474	93941	224503
1475	94011	224455
1476	94074	224389
1477	94144	224342
1478	94208	224279
1479	94278	224231
1480	94343	224168
1481	94411	224115
1482	94508	224129
1483	94576	224077
1484	94641	224017
1485	94704	223951
1486	94766	223883
1487	94824	223807
1488	94886	223737
1489	94975	223733
1490	95044	223683
1491	95102	223606
1492	95155	223515
1493	95211	223435
1494	95277	223376
1495	95336	223301
1496	95400	223238
1497	95471	223192
1498	95532	223121
1499	95593	223050
1500	95648	222967
1501	95707	222891
1502	95767	222820
1503	95822	222736
1504	95882	222663
1505	95949	222607
1506	96008	222534
1507	96062	222446
1508	96120	222369
1509	96178	222294
1510	96235	222215
1511	96291	222131
1512	96348	222053
1513	96402	221968
1514	96477	221929
1515	96554	221897
1516	96622	221844
1517	96689	221786
1518	96750	221716
1519	96821	221670
1520	96879	221593
1521	96952	221551
1522	97036	221534
1523	97104	221480
1524	97171	221423
1525	97231	221350
1526	97286	221268
1527	97349	221202
1528	97407	221126
1529	97487	221098
1530	97548	221029
1531	97608	220958
1532	97666	220880
1533	97735	220827
1534	97796	220759
1535	97864	220705
1536	97926	220638
1537	97990	220573
1538	98046	220493
1539	98109	220428
1540	98165	220346
1541	98228	220280
1542	98288	220208
1543	98354	220150
1544	98416	220083
1545	98471	220000
1546	98557	219986
1547	98624	219929
1548	98690	219872
1549	98752	219803
1550	98823	219755
1551	98889	219696
1552	98950	219627
1553	99010	219555
1554	99087	219522
1555	99146	219446
1556	99218	219402
1557	99278	219329
1558	99337	219256
1559	99396	219182
1560	99480	219162
1561	99551	219115
1562	99614	219049
1563	99675	218979
1564	99730	218896
1565	99797	218839
1566	99860	218775
1567	99930	218725
1568	99997	218667
1569	100068	218620
1570	100130	218554
1571	100193	218487
1572	100255	218420
1573	100312	218342
1574	100427	218389
1575	100511	218370
1576	100577	218311
1577	100644	218253
1578	100706	218187
1579	100772	218127
1580	100852	218098
1581	100922	218048
1582	100987	217986
1583	101052	217925
1584	101113	217857
1585	101180	217800
1586	101245	217737
1587	101312	217681
1588	101372	217609
1589	101444	217563
1590	101511	217505
1591	101594	217484
1592	101661	217427
1593	101721	217353
1594	101784	217290
1595	101848	217225
1596	101908	217154
1597	101969	217083
1598	102033	217020
1599	102089	216940
1600	102149	216868
1601	102210	216799
1602	102273	216732
1603	102334	216662
1604	102410	216625
1605	102493	216603
1606	102566	216557
1607	102630	216494
1608	102704	216452
1609	102767	216386
1610	102835	216331
1611	102901	216272
1612	102967	216213
1613	103038	216162
1614	103103	216101
1615	103166	216035
1616	103233	215979
1617	103313	215950
1618	103392	215916
1619	103461	215864
1620	103535	215820
1621	103610	215780
1622	103686	215741
1623	103756	215690
1624	103836	215660
1625	103913	215623
1626	104016	215640
1627	104099	215616
1628	104170	215567
1629	104243	215521
1630	104308	215459
1631	104371	215395
1632	104439	215339
1633	104499	215267
1634	104558	215192
1635	104626	215137
1636	104690	215071
1637	104751	215003
1638	104816	214941
1639	104879	214875
1640	104950	214825
1641	105015	214764
1642	105089	214719
1643	105164	214678
1644	105232	214622
1645	105298	214563
1646	105383	214542
1647	105462	214509
1648	105550	214494
1649	105617	214436
1650	105680	214370
1651	105763	214343
1652	105850	214326
1653	105926	214286
1654	106008	214259
1655	106091	214232
1656	106169	214196
1657	106241	214148
1658	106307	214089
1659	106376	214035
1660	106446	213982
1661	106504	213906
1662	106574	213853
1663	106638	213790
1664	106702	213725
1665	106760	213649
